;date;snippet
141;December 14, 2022;Péssimo!! Triste!! Horrível!!. Tem mais de 30 minitos que tento acessar minha fatura pra pagar e nunca carrega as opções de pagamento. A cada saída do app um erro novo!!
142;May 19, 2025;simples e objetivo muito bom
143;March 08, 2024;Péssimo app... bastante instável vários serviços ficam retornando mensagens como algo deu errado, e uma luta todo mês pra conseguir pagar minha fatura. No mínimo meia hora para conseguir pagar.
144;May 15, 2025;Farei a portabilidade hoje para outra operadora e nunca mais usarei a vivo.
145;September 27, 2020;Segunda vez que avalio o app. Não consigo utilizar no meu telefone. Estava funcionando, pediram para entrar de novo pq estava muito tempo ocioso. Faz mais de uma semana. Não funciona o app no meu celular, pelo *8486 não resolvem meu problema. E mandei email para app.vivo@telefonica e não me responderam. No site diz que meu cadastro de CPF não é válido. Péssimo serviço prestado pela vivo.
146;May 06, 2025;Boa tarde! ainda não tive problemas com o aplicativo.
147;May 06, 2023;Até quando esse app vai dar tanto bug ? Demora muito pra carregar as atualizações se tornam rapidamente obsoleta e quando a gente baixa a nova versão só ocupa mais e mais espaço no celular e aí do nada vc descobre que sua franquia de Internet tá no fim poxa vivo ajuda aí
148;May 18, 2025;o aplicativo é fácil de abrir
149;March 06, 2020;pra mim é a melhor operadora que posso pegar na minha cidade, ou a Claro, mas nunca peguei, tem um problema com a Internet grátis que as pessoas podem se aproveitar, acontece que dá de ver os vídeos de anúncios mais de uma vez, podendo burlar e pegando mais Internet doq a proposta
150;May 05, 2025;Mudei de opinião! A empresa me surpreendeu com um bom atendimento e solução do meu problema! minha nota agora é 10👏🏻👏🏻
151;September 16, 2018;App rápido, me atende em todas as necessidades. Tem uma interface coerente e didática. Contém informações objetivas e claras. Era o que eu esperava de um app de operadoras.
152;May 06, 2025;muito usual, fácil de usar.
153;May 20, 2025;ele simplesmente não está enviando internet para outros celulares
154;August 28, 2024;Depois da última atualização ficou péssimo. Só da acesso a faturas d celular e da internet fixa não aparece mais. Já estava ruim pq aparecia tudo junto antes as faturas. Agora piorou d vez. Não tenho mais acesso a faturas d internet fixa. Somente d celular. Mil funções que não leva a lugar nenhum. App péssimo
155;May 16, 2025;até que é bom sem falar que colocaram meu nome no SPC por uma conta que não era minha, top dms
156;March 14, 2023;Há um mês fiz portabilidade para VIVO com a promessa de ser a Internet mais rápida do Brasil o que encontrei foi bem diferente a Internet é péssima, não consigo ver um simples vídeo no YouTube ou no tweet sem que trave o sinal tbm é bem abaixo do que minha antiga operadora, sem falar em um canal de atendimento (aura) que não resolve nada, estou muito insatisfeito e sinceramente não indico a empresa para ninguém. Atenciosamente Roberto cliente INSATISFEITO VIVO.
157;February 28, 2022;Não funciona, nem consigo me cadastrar. Péssimo. Tudo preso dentro de um app que não funciona. Aí vem a vivo e fala pra limpar o cache do celular.. Ah é desafiar muito a inteligência da pessoa mesmo. Não funciona e a culpa é minha agora 🤣🤣😃
158;July 01, 2021;Aplicativo não funciona, vc liga no *8486 não atende e quando atende transfere para outro setor, mas nunca atende. Vc quer trocar de plano mais vantajoso para o cliente mas só encontra vantagens para a operadora.
159;May 04, 2025;fácil e prático
160;April 16, 2025;app completo e fácil de mexer.
161;October 10, 2022;Se pudesse nem estrela dava, ô operadora ruim, cortaram a internet da minha esposa estando com a conta em dias, estou tentando ver meu consumo por esta bomba de App e não consigo, se clico no suporte, nem ao suporte consigo acesso, pelo site manda vir pro App, sinceramente, me preparando pra mudar de operadora, que decepção!
162;September 21, 2018;Após a atualização da aplicação sempre trava, pra ver o consumo ou esta sempre indisponível ou trava ai tem que reiniciar a aplicação. É inviável isso.. a forma anterior era mais confiável.
163;May 29, 2025;Modo escuro no app minha gente, já tá na hora...!!!
164;May 19, 2025;bom, vez ou outra trava mas tá bom
165;May 19, 2025;promoções boas vale a pena recarregar pelo aplicativo
166;January 09, 2024;App não abre nunca, aperta para ir no suporte e nada , fica tela branca sem nada e fora que a internet tem umas duas semanas fica tendo queda e lentidão. Que arrependimento. Não abre, está tudo atualizado.
167;March 12, 2023;Aplicativo está com bug,clicamos no app para abrir e o mesmo encaminha para a play store. Tento acessar a dois dias para emissão de boleto e está em manutenção. Estou observando como a avaliação baixa deste aplicativo está aumentando consideravelmente.
168;February 28, 2020;"Cada vez mais impressionado com a ausência de inteligência do sistema de ""inteligencia"" artificial. O sistema é incapaz de reconhecer frases simples. Nao ajuda em nada. Parece um pretexto para definitivamente não prestar atendimento ao cliente. Em resposta à vivo: para solucionar o problema, excluam a Aura, não acresce nada. Propaganda enganosa. O sistema não é inteligência artificial, é mero ""bot"". Nos tempos de mIRC, usuários caseiros já faziam melhor."
169;May 19, 2025;qualidades e atendimento 👏
170;November 15, 2019;Muito prático. Mas ainda falta algumas funcionalidades para facilitar nossa vida, por exemplo para alterar endereço no app, é necessário ir no perfil., Mas não tem essa opção.
171;January 31, 2023;Aplicativo ruim, cheio de propaganda, tentam empurrar pacotes e fazem cobranças indevidas do seu saldo. Trava constantemente ou está fora do ar, principalmente para enviar internet disponível para outro telefone
172;May 20, 2025;Meu Deus, como pode um aplicativo nunca funcionar quando a gente precisa.
173;May 18, 2025;O aplicativo vive tendo falhas e os telefones sempre só chama
174;January 01, 2023;O aplicativo está muito bom,pena que quando atrasa a conta além de suspender os serviços,suspendem o aplicativo também,vc não consegue resolver as pendências igual em outros aplicativos,tem que ficar ligando e tomando chá de espera.
175;September 01, 2020;Experiência péssima. Melhorem esse servidor e respeitem o consumidor. Tentei dezenas de vezes consultar meu saldo e a tela não abre. Fui verificar a aba de recarga e carregou imediatamente, rapidinho, ou seja, pra recarga rola, pra outros serviços não funciona. Fazem o consumidor de palhaço. App deve servir pra facilitar a vida do cliente. Esse aqui dificulta e estressa qualquer usuário.
176;March 12, 2022;Trabalho com aplicativo todo dia eles desligar a minha internet móvel com isso pego várias viagens Só uso a internet no aplicativo de trabalho já reclamei várias vezes mais quando vou trabalha usando a internet desligado várias vezes não sei se e prá coloca mais crédito Mais tenho que reclamar aí depois de uns 20 minutos eles ligam enquanto isso fico parado sem trabalhar antes colava 15,00 e rodava quase 2 semana Fiz esse plano de 70,99 agora só tomo prejuízo pois a internet e desliga várias
177;November 19, 2023;Aplicativo Ineficaz. Não consigo acessar coisas simples como ver detalhes do meu plano e nem fazer uma simples mudança de plano pelo app. É uma vergonha que uma empresa do porte da vivo não consiga fazer uma app minimamente ok
178;May 18, 2025;o app vivo não tem a opção de enviar comprovante de pagamento do boleto a vivo não emite o comprovante do pagamento do boleto
179;May 20, 2025;gosto do app porque é rápido e prático !!
180;June 07, 2022;Nao consigo mais acessar o netflix mesmo constando no app quando vou em gerenciar contas da erro e nao abre. Desinstalei e instalei novamente, atualizei, tentei pelo site e nao consegui. Preciso de ajuda URGENTE. Edit: nao deu certo e continuo sem desde a primeira postagem 😐
181;December 16, 2020;Aplicativo cada vez pior, ruim de usar, cheio de erro e bugs, não consigo mais enviar internet sendo que eu tenho internet para enviar, mas não dá, não consigo mais recarregar com meu cartão de crédito, tanta atualização para piorar.
182;June 17, 2022;Horrível, o q eu realmente quero ver o app não abre, fica uma aba branca, além da demora pra constatar o pagamento. Pfv ne, 2022 já façam um ngc q preste. E isso q tô tento q pagar um plano era 35$ e foi pra 50,99 do nada. Seus bando de ladrão, quando eu tiver tempo vou ligar pra cancelar tudo. Minha mãe precisou do meu celular pra faz ligação, fizemos 3 recargas em 5 minutos pq em 2 minutos de ligação vcs comeram quasse 100$ . Façam um negócio certo, bando de ladrão.
183;May 20, 2025;VIVO, UMA ÚLTIMA DICA, DEIXA OS BÔNUS ACUMULAREM EM TODOS OS PLANOS,A GALERA JÁ TÁ DANDO UNS PULOS PRA TER MUITA INTERNET,BORA INOVAR.
184;June 01, 2025;eu gosto muito meu atendimento foi ótimo uma operadora excelente está de parabéns 👏🏾👏🏾🙋🏿‍♂️
185;May 31, 2023;Aplicativo muito ótimo da Operadora Vivo. Aliás, excelente!! Ela supre todas as minhas dúvidas e soluciona possíveis problemas que venham ocorrer no meu plano controle! Super recomendo! É uma das melhores operadoras que já usei até agora!
186;May 17, 2025;Gosto muito desse app eu pago tudo por aqui, formidável!
187;April 16, 2025;O atendimento é rápido e esclarecedor.
188;August 25, 2021;Um lixo! Estou a 20 dias tentando cancelar o Spotify que contratei através do app meu vivo em caráter de teste podendo cancelar a qualquer momento e o app da vivo não cancela. Ninguém corrige o erro que ele mostra ao tentar cancelar um app incluso no plano.
189;December 25, 2020;Horrível. Eu esqueci de pagar uma fatura, não recebi notificação do aplicativo, tive linha bloqueada, o que me impede de acessar o próprio MEU VIVO e ver a fatura que não foi paga e o código do boleto. COMO EU VOU PAGAR VOCÊS SE NÃO POSSO VER A FATURA QUE PRECISO PAGAR? ISSO É BURRICE ORGANIZACIONAL. Tentei ligar para *8486 e adivinha? A LIGAÇÃO NÃO É EFETUADA PORQUE TIVE A LINHA BLOQUEADA. COMO EU VOU PAGAR? Consegui um WIFI grátis aqui agora e em vez de pagar vim fazer essa reclamação. ADEUS.
190;May 23, 2020;Lixo. O meu vivo era valido por 30 dias antes de um plano contratado, ao cancelar, recarrego, vejo que e so pra 15 dias. Que chato isso. Estou decepcionada!!! Sempre falei que queria o plano de antes e nao colocaram. Será se a vivo nunca melhora nesse quesito? muito ruim. A gente passa muita raiva.
191;July 27, 2019;Funciona perfeitamente pra comprar alguma promoção ou pacote sem erros, mas pra cancelar é terrível. O FAQ diz que pra cancelar promoção é só clicar no botão entenda sua promoção e depois cancelar. Eu não encontrei nenhum dos dois!
192;June 03, 2022;Fiz uma mudança de plano , colocando Internet e WhatsApp, de cara , mudaram minha data de vencimento, daí para frente foi um inferno, tive várias cobranças de contas , ninguém no Call Center conseguia resolver o meu problema, mais de 20 ligações e nada . Tem que ter no primeiro contato uma opção para falar com o atendente . Você liga e ė um impura, impura e mais de 40 minutos na espera, aí a ligação cai , foram mais de 20 dias para resolver um problema simples , voltar a minh
193;September 27, 2022;Está sempre fora do ar Já troquei de plano e sempre aparece que deu certo. Mas na prática permanece sempre com o plano anterior. Não consigo efetuar o pagamento está sempre dando erro e pedindo pra voltar mais tarde! Péssimo aplicativo 😔😔
194;November 05, 2021;Horrivel nunca funciona, não tem opção de cancelamento, liga na vivo e mais de 1 hora para ser atendido e quando é atendido cai a ligação e nunca mais retornam, e esse APP só serve para ocupar memória do celular, precisam melhorar muito!!!! Indignada
195;November 26, 2022;É um aplicativo que dá muito erro, basicamente prefiro enviar saldo para o número 8000 do que usar esse app. Dá- se a impressão que é feito por estagiários ou que a vivo quis economizar ao invés de contratar um bom desenvolvedor de aplicativos
196;August 08, 2022;"Simplesmente não funciona. O app mal abre e já aparece uma msg de erro do aplicativo. Já limpei o cache, reinstalei o app, verifiquei a conexão com internet e continua com a msg ""The application gateway was not able to fulfill the request"". O app não está atendendo a solicitação..."
197;April 26, 2024;Mas uma vez com problemas! Peguei promocao carregue 20 reais via pix e ganhe 10GB. E ja faz dias, nada! Ja liguei, cada hora uma desculpa. Vcs fiquem espertos. Porque e enganam a gente. Agora mesmo comprei 2GB p emergência pois nao recebi tambem. Estou tirando prints, inclusive tenho da promoção que adquiri e enviarei para Anatel
198;May 21, 2025;todo bugado. nada funciona.
0;March 09, 2023;Funciona bem! Utilizo sempre para ver saldos e enviar internet. Esporadicamente fica em manutenção, porém entendo que seja necessário, só tem que evitar manutenções demoradas. De resto, atende a espectativa.
1;June 28, 2024;não abre a 2 dias ( escrevi em 27/06). depois a vivo escreveu um retorno dizendo que teria me enviado um link por email...mas recebi o citado email com link, e o app ainda# só abre . liguei na vivo e falaram para eu excluir e depois reinstalar o app. já fiz e não tive êxito.
2;July 24, 2023;Sempre dá erro, estou tentando trocar meu plano e não consigo, eu tava pagando um plano fixo e de um momento a outro subió o preço, de aí, no consegui pagar o plano, no tengo internet d também não consigo trocar el plano, nem na app nem pelo whatsapp, nem pela web
3;June 21, 2024;Essa nova atualização é totalmente desatualizada. Recebo a fatura por email mas fico com um pé atrás na hora de pagar pois no app não consta nenhuma fatura, nem antigas e nem atuais, ou seja, n da pra fazer controle de gastos pelo app!
4;May 29, 2023;Não consigo acompanhar a visita tecnica no app. O Tecnico acabou na aparecendo no horário marcado, faltei no trabalho.. resumindo, fiquei sem a instalação e com prejuízo no trabalho.
5;February 23, 2020;Está muito pesado o aplicativo. Demora uma eternidade para abrir as informações. E muitas vezes não abre. Dá erro. Já foi mais leve. Deveria ser mais simplificado. Se melhorarem isso eu mudo a minha qualificação.
6;December 14, 2024;Só piorando toda vez que atualiza. Vc erra a senha uma vez e já fica bloqueado pra entrar no app. É ridiculo. Se não quer que o cliente use pra que fazer o app. Um dos piores aplicativos que já tentei usar.
7;June 10, 2022;Boa noite,venho dizer que minha questão foi resolvida...mais já deixo aqui a melhor forma de você conseguir ajuda ligue nós números que são para resolver assuntos da Vivo,como nunca atendem...vocês escrevam os números de protocolo e ligue pra ouvidoria da Vivo que rápido tudo é resolvido...Vivo melhore *8486 pois eles nunca atendem...nunca
8;May 01, 2021;Não tem como informar uma problema. Estam dizendo que estou com débito em aberto e já verifiquei os últimos 90 dias e todos os débitos foram agendado e pago conforme. E direto recebendo mensagens de débito em aberto.
9;July 28, 2023;Conseguiram piorar o app, que ficou confuso, lento e cheio de erros. Demora para atualizar informações de recarga e de consumo. Ficou péssimo. A versão anterior era bem melhor.
10;April 02, 2021;Interface completamente difícil de localizar as opções. Sou cliente vivo turbo e toda vez para antecipar a promoção tenho dificuldades. Deveriam rever o layout do aplicativo e facilitar mais para os clientes.
11;June 02, 2025;aplicativo ótimo idosos como eu desconfiam de mudanças
12;February 15, 2022;Eu já havia elogiado o app, cheguei a dar 5 estrelas. Mas infelizmente o aplicativo não abre mais. E quando abre, não carrega as abas/páginas. E isso é triste, porque a gente já passa duas horas pra ser atendido pela ligação, e agora o aplicativo simplesmente não funciona mais. Por mim, a operadora já pode declarar falência! 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻
13;June 08, 2022;Sinceramente , estarei desistindo da vivo! Sinal muito ruim , meu plano e de 200 mega e não chega 1. Toda hora cai. E olha que acompanho pelo spread teste e pelo app e mesmo assim não tá dando certo
14;November 17, 2024;De novo, final de 2024, a VIVO fica empurrando cliente para um APP Ó. Não dá para entender, uma prestadora de serviço onde a comunicação já é péssima comecando por APP mal elaborado ( péssimo) nem abre. Qto mais dizem que atualizou, pior ficou. Para mim, não presta. Nem abro mais E para resolver por telefone, é uma saga. Um padecer com os atendentes grosseiros, ignorantes impondo uma lavagem cerebral não corrigindo os erros e falhas apontadas pelo cliente? Me enviaram duas faturas abusivas.
15;February 08, 2022;Fiz um plano , instalei o aplicativo no meu celular o aplicativo n abre . Me fala pra ligar pra terminar de cadastrar quando me direcionar para o numero fala que ta com manutençao na linha ... enfim n conseguir abrir o plano ainda ... comecei com problemas.
16;September 18, 2023;Este mês fui surpreendido em ficar sem Internet e o motivo segundo a Ouvidoria é que eu usei os 100% de Internet. Raramente eu uso Internet móvel, a maioria dos meus acessos são pelo o Wi-Fi e o sinal Internet da vivo onde eu moro é péssimo. Procurei no app para ver os detalhes do meu consumo, não encontrei. Me sinto lesado e desrespeitado. Sou aposentado e a maioria do meu tempo fico em casa, só uso a Internet móvel quando saio de casa e mesmo assim dou preferência ao Wi-Fi nos locais onde..
17;July 02, 2024;É incrível como a vivo gosta de fazer os clientes de bobos. Eu troquei o valor da minha conta e continua vindo o valor antigo. É impressionante isso. Além de o app ser horrível, pois não ajuda o cliente a resolver esse tipo de situação.
18;December 07, 2020;Minha experiência com a vivo tem sido péssima tenho a linha telefônica no meu celular vai fazer 4 meses e acima mês está sendo horrível pago as faturas certinho a todos esses meses e vai fazer quinze dias que estou sem internet pago o valor de 61,90 e no momento do estou podendo usar o Whatsapp (ISSO É ABSURDO) tento entrar em contato e a Vivo fala pra resolver no App...no App não estou conseguindo de jeito nenhum e tem mais, antes de fazer esse plano de conta eu fiz uma recarga de 20,00 reais
19;October 03, 2024;Voltem com a opção de mudar a data de vencimento, é muito trabalhoso ter que ligar no telefone. Esse app foi feito pra facilitar mas só dificultou a vida de nós usuários vivo.
20;November 19, 2021;Esse e todos os apps vivos são péssimos, não tem nem uma função realmente útil , nem sequer segunda via ,do poleto pra pagamento eles tem . Realmente uma empresa tão grande com um aplicativo tão defasado, superficial,mal feito , sem funcionalidade e vergonhoso .
21;March 20, 2023;Faz dias que estou tentando fazer um agendamento, mas sempre dá erro. Impressionante como o aplicativo deixa muito a desejar. Lamentável. Fiz o procedimento sugerido pelo suporte, mas continua com o mesmo problema. Dá erro no agendamento.
22;April 13, 2019;"Gostei do app, mas o problema é que não estou conseguindo compartilhar minha internet!!! :/ Toda vez que tento compartilhar aparece escrito na tela ""Serviço temporariamente indisponível. Por favor, tente novamente mais tarde."" Por isso vou avaliar com apenas duas estrelas..."
23;March 27, 2024;Pior rede móvel do Brasil, fora que cancelam teu número é vendem para outra pessoa e nem avisam. Fui tentar resolver a situação eles não querem nem saber. Meu número que eu estava usando em tudo rede sociais, bancos, meu número de telefone é o lógin de todas contas que eu tenho. E dizem que não posso recuperar. Em fim péssimo atendimento, não contratem esta operadora.
24;February 02, 2021;Antes era bom, pq a internet consumida era que tava no app. Neste tem que melhorar muito, usei a internet toda, mas controlando com esse aplicativo me disse que tinha uma coisa ao ligar para vivo, já tinha consumido toda minha internet... Pago caro pra ter internet e acontece isso... Isso nunca tinha acontecido... Melhorias pra ontem.... Um mês não melhor vou tomar uma providência.....
25;January 23, 2023;Péssima experiência, tem muitas opção sem acesso, uma simples troca de senha muitas vezes estar indisponível, troca de plano indisponível, pra que então colocar esses opções lá se não funciona.
26;December 13, 2020;O pior aplicativo que já usei. Yma empresa de comunicação que não consegue criar um aplicativo que funcione. Muito lento, quando vc consegue entrar, e, na maioria das vezes não efetua o login
27;May 04, 2025;ótimo aplicativo e muito prático.
28;May 08, 2025;não consigo abrir o aplicativo só aparece tente mais tarde
29;March 17, 2023;Não funciona direito e não permite que enviemos mensagens informando o que acontece. A visita técnica supostamente aconteceu (o que não foi verdade) e o telefone continua sem funcionar.
30;May 16, 2022;O APP tem melhorado bem. Até então, minha opinião era de travamentos constantes, principalmente qdo do uso da opção compartilhamento de internet. Continuem melhorando.
31;November 28, 2021;É um aplicativo muito útil para acessar a qq momento e acompanhar pessoalmente nosso uso de internet, informativos, compras de recargas sem precisar ligar.Agora troquei de celular e tenho que fazer login de todos aplivativos.Tentei por várias vezes e não obtive resultados.
32;December 01, 2020;Quando usei anteriormente em outro aparelho funcionava mas quando mudei o aparelhonão gostei pq se tenho o app é para ter acesso ao meu consumo,saldo e todas as outras informações e sempre que tento consulta diz que está sem conexão não pode carregar aquela página ou sei o que se sempre estou com internet
33;May 09, 2023;Pode mudar o nome para morta, o APP não presta, se vc tentar copiar um código de barras pra fazer um pagamento NUNCA dá certo. Saudades da Oi. E se chegar o dia do vencimento, simplesmente eles bloqueia sua Internet. Não recomendo a ninguém.
34;May 04, 2025;cara esse app só vive em manutenção todo dia os clientes se ferra todinho viu
35;July 05, 2022;Solicitei o cancalmeteo da conta e disseram que estaria cancelado em 48 horas. Fiquei 2 meses sem acessar internet porque Coloquei crédito e não podia usar. Pensa que não cobraram 2 faturas no cartão de crédito e não me permite entrar no aplicativo. Manda ligar para um número com asterisco . Vc liga,,ele te encaminha até para o inverno mas não manda para falar com um representante. Aff!!! A vivo já foi melhor. Agora sou obrigada a ir em outra cidade já.que a minha não tem a loja da vivo. Aff!!
36;May 17, 2025;precisa melhorar na compreensão.
37;June 19, 2023;Aplicativo sempre em manutenção e não funcionando por completo! Aí tu liga no suporte, espera mais de meia hora para ser atendido e a ligação cai, misteriosamente. Enfim, a única preocupação dessas empresas são as vendas, depois de vendido o serviço, deixam o consumidor na mão.
38;July 27, 2020;Depois que a conta esta vencida nao tem mais acesso no app, quero pagar mas tenho que ligar ficar mais de 30 minutos em ligacao para pagar uma conta,pq cortar o acesso ao app? Seria melhor pra vcs se eu puder pegar a segunda via ali mesmo.
39;October 20, 2021;O aplicativo diz ter suporte, mas quando você precisa de um atendente HUMANO, o aplicativo não te direciona, vc tenta ligar nos números informados e ninguém atende, se vc passar 1hr de relógio não será atendido. Resumindo o aplicativo não supre de fato o que se é necessário. Paguei minha fatura dia 14/10 hj são 20/10 e descobri que pra vocês ela está atrasada, ou seja, não foi abatido. Muito descaso viu. 0 pra empresa.
40;July 23, 2023;Do que adianta tem várias funções no app pra utilizar os créditos, se não estão disponíveis quando preciso usar, deixa a gente na mão, impossibilitando a gente de utilizar o envio de dados em horas importantes que precisamos pro dia a dia, se for atualizar, atualize pra melhor não pior
41;December 14, 2020;Chegou uma mensagem de que eu ganhei 1 GB para enviar de presente mas não completa, não tem como fazer portabilidade no App, não tem como fazer no call center e nem nas lojas, tem que contratar plano, eu daria zero estrela se fosse possível, essa operadoras querem escravizar a gente, achando que está nos fazendo um favor. Vão procurar Jesus
42;February 08, 2020;Aplicativo muito ruim, nunca funciona, muito lerdo e hj faz 5 dias que estou tentando pegar minha conta e o app não funciona..... Estou tendo dificuldade desde outubro.... Caso não melhore irei buscar outra operadora.... App lixo.
43;August 09, 2022;App péssimo estou tentando mudar o meu plano para ter mais acesso a YouTube Instagram,etc mas as opções de pacote são poucos e não atendem as minhas necessidades, porém não consigo atendimento com humano!!!!!
44;May 19, 2025;toda as vezes que preciso falar com a vivo sou bem atendido.
45;June 16, 2023;"Odiei minha esperiencia.Eu contratei um plano que dizia ser de 29,90 reais apareceu a primeira fatura de 40 reais aí fui tentar cancelar o plano e não tem opção nenhuma aí fui em ""detalhes do plano"" e não consegui abrir de jeito nenhum,realmente esse app e essa operadora são uma Bost*"
46;February 23, 2019;comprei um chip da vivo,consegui cadastrar meu cpf,mas depois disso nao consegui colocar nenhuma promoção nele,fiz duas recargas,mas nenhuma delas caiu. Estou tentando ligar no *8486 e no 1058 e fica tocando uma musiquinha durante um longo tempo e ninguém atende. Ate agora uma péssima experiência!!!!
47;March 22, 2022;Eu ñ consigo mais entrar no App pede pra coloca o número coloco e ñ encontra nada manda uma msg pra mim liga para um número q aparece na hora q eu tento entrar no App vou ter q apegar o App porque ñ vou ficar ocupando espaços no cell .já limpei já desinstalei e estaleiro de novo e nada .A mensagens q aparece produtos ñ encontrado ligue para 1058.
48;January 08, 2019;Às vezes a gente passa por dificuldades financeiras, Pensando nesses obstáculos que a Vida nos trás, eu queria muuuiiito que vocês da VIVO e Desenvolvedores do APP, colocassem 2 OPÇÕES que faltam pra VIVO ficar PERFEITA pra MUITOS no BRASIL. 1° A de PAUSAR O PLANO POR 90, 60 ou 30 dias. 2° A Opção de Partilhar o Plano seja ele qual for para um MOLDEM para usar no NOTBOOK ou PC e OUTROS. Por favor,👍Coloquem essas OPÇÕES na OPERADORA VIVO, e na Próxima Atualização do APP. Valeu💖
49;May 09, 2019;Está apresentando erro de sistema ao tentar trocar de plano, notei isso desde 03/05/19. demora bastante para carregar informações de saldo. Acabei de receber uma resposta automática que não acrescentou nada, a data da última atualização é anterior ao problema reportado.
50;September 24, 2020;@vivo , comprei um chip pré e não recebi as mensagens para cadastro. A opção que me restou foi ligar para o *8486 e adivinha? Diversas tentativas, cerca de 31 minutos de ligação e NINGUÉM ME ATENDE 😡 Não tem loja Vivo na minha cidade, ou seja, joguei 20 reais no lixo??? Dá para fazer isso no app? CLARO QUE NÃO.
51;August 23, 2023;É um caos total, nada intuitivo, e com essa última atualização retiraram a opção de antecipar a renovação da promoção pelo APP e substituiram pela opção de fazer recarga, mesmo que você já tenha crédito suficiente.
52;December 01, 2022;App ruim, a gente efetua o pagamento por pix e eles não atualizam nunca, deveria ser na hora leva dias e fica gerando cobranças desagradáveis. Fora que a maior parte do tempo o serviço está indisponível. É muito péssimo.
53;April 25, 2022;O app anterior não era nenhuma maravilha mas cumpria sua função. Este serve só pra mineirar dados (pede acesso permanente à localização) e entregar propaganda. A parte que interessa (ver informações da minha conta) não funciona mais.
54;November 27, 2019;Boa noite, gostava muito do aplicativo porém já tem alguns dias que não carrega minhas informações e nem me da opção de downgrade. Se melhorarem venho e mudo meu conceito, porém no momento está me desgastando essa falta de informações.
55;July 12, 2024;"Ficou HORRÍVEL depois da atualização. Não consigo pegar a fatura, não consigo acionar a assistência técnica pelo APP para solicitar a fatura. Constantes mensagens de ""algo deu errado! Tente mais tarde"""
56;May 26, 2025;até hoje não tive nenhum problema com a Vivo pois pra mim tá bom 👍
57;May 12, 2021;É um app bem útil, falta só conseguir cancelar os serviços indesejados que são ativados sem solicitação, como a caixa postal, poder voltar pra conta pré pelo app, esse tipo de coisa que ajuda os que querem gastar menos.
58;May 18, 2025;eu não estou gostando da demora da atualização paguei minhas fatura tem 2 semanas estou sem internet ainda
59;May 04, 2025;gasta rápido e o preço Muda rápido TBM
60;November 13, 2022;O app é péssimo, lentidão total, tento entrar em contato ligando para a vivo, mas nada também. Está impossível manter um plano com a vivo do tanto que tem sido desgastante como uma cliente @Vivo
61;November 04, 2021;Aplicativo horrível, não consigo acessar minha conta digital, lento demais, fora do ar, fora quando ligo pra vivo pra VCS, fiquei mais de 10 minutos e não fui atendida, e olha que comprei ontem o chip, não sei se vou continuar com a vivo!
62;December 21, 2022;Meu número foi migrado da Oi para Vivo e com essa transição a segunda linha do plano está sem internet (problema na divisão da cota). Ligo para central e não resolvem, passo em local físico e não resolvem, relatam que deve ser feita a divisão no aplicativo e o mesmo não possui ou não está funcionando esta opção de compartilhamento de dados. Na 5ª vez que liguei para central, foi aberto um chamado para resolver o problema. Meu Vivo mais morto do que nunca. Irei esperar as 72h Pedidas.
63;December 20, 2024;O suporte do app nao abre mais.. horrivel. Ja fiz tudo. Consegui abrir mas agora so aparece msg OPS ALGO DEU ERRADO, TENTE NOVAMENTE quando verifico problema com a internet. Ou seja tem que ligar na vivo, app pra ver fatura só.
64;May 19, 2025;Funcional, atende a necessidade para qual foi criado
65;May 12, 2025;maravilhoso rápido seguro e facilidade pra gente😀
66;October 02, 2023;Internet fixa horrível, quando cai fica 3 dias sem funcionar, suporte pior ainda, não resolvem no prazo que eles próprio estipulam. Tentei entrar no link que vocês mandaram no email, não consegui, meus parabéns!!, o atendimento continua horrível, sem contar na Internet móvel de vocês que era a única coisa que salva, apresenta instabilidade e lentidão, demorei 5 min pra upar um vídeo de 30MB no WhatsApp
67;February 08, 2023;Desculpem mas tem que melhorar muito, para que eu decida avaliar. Mas quero registrar duas informações. 1. Juntei as contas dos celulares meu e da esposa, mas os valores no site continuam separados. 2. Não consigo uma coisa simples, hoje especialmente está uma droga, quero colocar as duas contas numa cobrança só. Obrigado
68;December 02, 2024;Aplicativo simplesmente não funciona... Ao clicar que já sou cliente e inserir o meu CPF, apresenta um erro pedindo para um conferir os dados, sendo que o documento ESTÁ CERTO. Péssima experiência com a VIVO até agr.
69;May 17, 2025;eu não consigo pagar minha fatura porque não me envia o e-mail da conta eu ligo na vivo e nada
70;April 13, 2024;"Esta atualização não tornou a navegação no aplicativo mais intuitiva; os itens que desejamos acessar estão mais escondidos, e sinto falta de uma página mais detalhada como era anteriormente."
71;May 20, 2025;boa noite não tô conseguindo desbloquear um número para utilizar como
72;May 20, 2025;já paguei a fatura!! e no app diz que está atrasado🤦
73;July 08, 2022;Esta horrivel dia q nao tem conexao com a internet. Depois da ultima atualizaçao nao consegui mais entrar no app. Ja limpei cache e td e ainda continua dizendo q nao tem conexao. Ja desistalei e nd. Esta pessimo. Decepcionada.
